测试结果               职业分类               职业项                                                          所需专业及代码            
ENTJ
              商业                                                                              
                                      教堂工作人员
                                                      
                   医疗保健                                                                            
                                      饮食学家／营养学家                                                    医学营养630407，营养配餐6402
                                      理疗医生                                                         中医康复学100510，中医儿科学10
                                      家庭健康社会工作者                                                    中医康复学100510，中医儿科学10
                                      职业治疗医生                                                       临床医学类1002，临床医学10020
                                      按摩专家                                                         中医康复学100510，中医儿科学10
                                      全面健康医生                                                       临床医学类1002，临床医学10020
                                      语言病理学家／听觉病理学家
                                               临床医学类1002，临床医学10020
                   机构发展                                                                            
                                      雇员发展专家                                                       
                                      人力资源开发                                                       人力资源管理120206，人力资源管理
                                      社会科学家                                                        社会学类0303，社会学030301 
                                      多样化管理人                                                       公共管理类1204，公共关系学1204
                                      顾问工作组构建／冲突解决
                                                
INFJ
                                                                                              
                   —般职业咨询／教育职业                                                                     
                                      职业咨询顾问                                                       应用心理学071102，心理学类071
                                      心理学家                                                         应用心理学071102，心理学类071
                                      教育顾问                                                         教育学04，教育学类0401，教育学0
                                      图书管理员                                                        教育学04，教育学类0401，教育学0
                                      特殊教育老师                                                       教育学04，教育学类0401，教育学0
                                      双语教育老师                                                       教育学04，教育学类0401，教育学0
                                      早期教育老师                                                       教育学04，教育学类0401，教育学0
                                      雇员帮助顾问                                                       教育学04，教育学类0401，教育学0
                                      儿童福利顾问                                                       教育学04，教育学类0401，教育学0
                                      酒精和毒品禁戒顾问                                                    教育学04，教育学类0401，教育学0
                                      教师：高中或大学英语、艺术、音乐、社会科学                                        艺术学理论类1301，艺术设计学130
                                      社会：工作人员(老人与儿童口常护理问题)戏剧
                                      教育学04，教育学类0401，教育学0
                   家教职业                                                                            
                                      牧师／教士／修道士／修女                                                 教育学04，教育学类0401，教育学0
                                      家教工作者                                                        教育学04，教育学类0401，教育学0
                                      家教教育指导者
                                                     教育学04，教育学类0401，教育学0
                   创造性职业                                                                           
                                      艺术家                                                          艺术学理论类1301，艺术设计学130
                                      小说家                                                          中国语言文学类0501，汉语言文学05
                                      设计师                                                          艺术学理论类1301，艺术设计学130
                                      通用设计建筑师                                                      建筑类0828，建筑学080201，建
                                      编辑、艺术指导(杂志)                                                  艺术学理论类1301，艺术设计学130
                                      剧作家                                                          戏剧与影视学类1303，戏剧学1303
                                      诗人                                                           中国语言文学类0501，汉语言文学05
                                      信息制图设计者                                                      计算机0809，软件工程080902，
                                      自由宣传媒介设计人                                                    艺术学理论类1301，艺术设计学130
                                      家谱学家(家族研究者)
                                                 
                   健康护理／社会服务职业                                                                     
                                      保健管理人                                                        中医康复学100510，中医儿科学10
                                      调解人／冲突解决人                                                    
                                      社会工作人员                                                       公共管理类1204，公共关系学1204
                                      饮食学家／营养学家                                                    医学营养630407，营养配餐6402
                                      全面健康医生                                                       中医康复学100510，中医儿科学10
                                      职业治疗医生                                                       临床医学类1002，临床医学10020
                                      社会服务代理人                                                      
                                      社会科学家                                                        社会学类0303，社会学030301 
                                      心理健康顾问                                                       应用心理学071102，心理学类071
                                      语言病理学家／听觉学家                                                  临床医学类1002，临床医学10020
                                      信息治疗医生
                                                      临床医学类1002，临床医学10020
                   商业                                                                              
                                      人事资源经理                                                       人力资源管理120206，人力资源管理
                                      组织机构的发展顾问                                                    工商企业管理620501，信息传播与策
                                      职业分析家                                                        
                                      公司／工作小组培训人                                                   
                                      商业销售计划人                                                      市场管理与服务620511，市场营销1
                                      口译／翻译                                                        英语050201，应用外语660156
                                      市场人员(提供服务或点子)                                                
                                      雇员帮助方案的协调者／顾问                                                
                                      人事资源多样化管理人                                                   人力资源管理120206，人力资源管理
                                      优先顾客销售代表                                                     市场管理与服务620511，市场营销1
                                      环境法律师
                                                       法律执行类6902，法律实务类其他专业
ESTP
                                                                                              
                   销售／服务／“活动”                                                                      
                                      警察                                                           
                                      消防队员                                                         
                                      护理人员                                                         护理630201，护理类6302，护理
                                      侦探                                                           
                                      领航员                                                          
                                      调查研究者                                                        
                                      管教罪犯的人员                                                      
                                      房地产经纪人                                                       市场营销120202，房地产类5607
                                      急诊医士                                                         临床医学类1002，临床医学10020
                                      运动生理学家／运动医学家                                                 临床医学类1002，临床医学10020
                                      呼吸治疗专家                                                       
                                      空中服务员                                                        
                                      体育用品销售                                                       市场管理与服务620511，市场营销1
                                      调查保险诈骗人员                                                     保险学020303，保险实务62010
                                      私人侦探
                                                        
                   金融                                                                              
                                      个人财务计划者                                                      财务会计类其他专业620299，财务会
                                      审计员                                                          审计实务620207，审计学12020
                                      股票经纪人                                                        金融学类0203，金融学020301，
                                      银行业者                                                         金融学类0203，金融学020301，
                                      投资者                                                          金融学类0203，金融学020301，
                                      保险推销                                                         保险学020303，保险实务62010
                                      预算分折员                                                        财务会计类其他专业620299，财务会
                                      保险代理人／经纪人(推销商)
                                              保险学020303，保险实务62010
                   娱乐业／体育运动                                                                        
                                      播送体育节目                                                       新闻传播学类0503，新闻学05030
                                      新闻报道员                                                        新闻传播学类0503，新闻学05030
                                      承办人                                                          
                                      旅游代理人                                                        
                                      舞蹈演员                                                         音乐与舞蹈学类1302，舞蹈表演130
                                      酒吧间侍员                                                        
                                      拍卖商                                                          
                                      职业运动员／教练                                                     
                                      体能指导员／训练者
                                                   
                   技术的／商贸                                                                          
                                      木匠                                                           
                                      工匠／手艺人                                                       
                                      农民                                                           
                                      总承包商                                                         
                                       建筑工人                                                        
                                      厨师长／厨师                                                       
                                      电气工程师                                                        电气类0806，动力类0805，电气工
                                      电子专家                                                         自动化0808，计算机0809，通信类
                                      集成网络专家(电信学)                                                  计算机0809，微电子590210，电
                                      工业／机械工程师                                                     电子807，机电一体化580201，机
                                      勘测员                                                          矿产地质与勘察540106，地质类08
                                      脑电图专家／技术员                                                    
                                      放射学专业人员                                                      
                                      飞机修理工                                                        飞行技术081805，飞行器设计与工程
                                      海洋生物学家                                                       海洋科学类0707，水文地质与勘查技术
                                      技术培训者——课堂环景                                                  
                                      后勤和供给经营人——制造业                                                
                                      土木工程师
                                                       土木类0810，土木工程081001，
                   商业                                                                              
                                      房地产经纪人                                                       市场营销120202，房地产类5607
                                      中间商                                                          
                                      房地产投资开发者                                                     金融学类0203，金融学020301，
                                      批发商                                                          
                                      零售商                                                          
                                      汽车销售商                                                        市场管理与服务620511，市场营销1
                                      业务顾问(业务活动)                                                   
                                      特许经营者
                                                       
ESTJ
                                                                                              
                   销售／服务                                                                           
                                      保险代理                                                         保险学020303，保险实务62010
                                      丧葬承办者                                                        
                                      厨师                                                           
                                      陆军军官                                                         
                                      教师：贸易、工业、技术                                                  教育学04，教育学类0401，教育学0
                                      政府雇员                                                         
                                      保安人员                                                         
                                      体育商品／设备经销商                                                   市场管理与服务620511，市场营销1
                                      药品经销商                                                        药学类其他专业630399，蒙药学63
                                      电信防护员                                                        
                                      警察／监护官／管教官                                                   
                                      销售(有形的东西)：计算机、不动产
                                           市场管理与服务620511，市场营销1
                   科技／物理                                                                           
                                      计算机系统分析家                                                     计算机0809，软件工程080902，
                                      审计员                                                          审计实务620207，审计学12020
                                      总承包商                                                         
                                      农场主                                                          
                                      建筑工人                                                         
                                      药剂师                                                          药学类其他专业630399，蒙药学63
                                      临床医师                                                         临床医学类1002，临床医学10020
                                      会计学内部审计员                                                     审计实务620207，审计学12020
                                      技术教员                                                         
                                      脑电图技术专家／技师                                                   放射医学100206，放射治疗技术63
                                      工程师：机械领域／应用领域                                                电子807，机电一体化580201，机
                                      律师帮办
                                                        法律执行类6902，法律实务类其他专业
                   管理                                                                              
                                      银行高级职员／贷款员                                                   金融学类0203，金融学020301，
                                      项目经理                                                         行政管理120402，行政管理6502
                                      职员总管                                                         
                                      行政官员                                                         公共管理类1204，公共关系学1204
                                      工厂监督人                                                        
                                      数据库经营者                                                       计算机0809，软件工程080902 
                                      购物代理人                                                        
                                      信贷分析员                                                        金融学类0203，金融学020301，
                                      制定规章制度的官员                                                    
                                      预算分析员                                                        财务会计类其他专业620299，财务会
                                      管理人：社会保健服务                                                   
                                      信息主管                                                         计算机0809，软件工程080902，
                                      管理顾问：企业运行                                                    工商企业管理620501，信息传播与策
                                      后勤供给经理                                                       物流管理与工程类1206，物流管理12
                                      银行经理／贷款员                                                     
                                      信贷分析员／顾问
                                                    审计实务620207，审计学12020
                   专门领域                                                                            
                                      牙医                                                           临床医学类1002，临床医学10020
                                      内科医生：普通医学                                                    临床医学类1002，临床医学10020
                                      股票经纪人                                                        金融学类0203，金融学020301，
                                      法官                                                           法律执行类6902，法律实务类其他专业
                                      行政领导                                                         
                                      教师：技术／贸易                                                     
                                      公司财务律师                                                       法律执行类6902，法律实务类其他专业
                                      电气工程师                                                        电气类0806，动力类0805，电气工
                                      最初保健护理医生                                                     中医康复学100510，中医儿科学10
                                      工业工程师                                                        
                                      律师帮办                                                         法律执行类6902，法律实务类其他专业
                                      药剂师                                                          药学类其他专业630399，蒙药学63
                                      土木／机械／冶金工程师
                                                 土木类0810，土木工程081001，
ESFP
                                                                                              
                   教育及社会服务部门                                                                       
                                      教师：早期儿童教育及初级教育                                               教育学04，教育学类0401，教育学0
                                      儿童护理员。                                                       护理630201，护理类6302，护理
                                      家庭保健人员                                                       中医康复学100510，中医儿科学10
                                      体育教练                                                         教育学04，教育学类0401，教育学0
                                      特殊教育老师                                                       教育学04，教育学类0401，教育学0
                                      酗酒，吸毒劝戒人员                                                    教育学04，教育学类0401，教育学0
                                      儿童福利顾问                                                       
                                      海洋生物学家
                                                      海洋科学类0707，水文地质与勘查技术
                   健康护理                                                                            
                                      应急家庭护士                                                       护理630201，护理类6302，护理
                                      社会福利工作人员                                                     公共管理类1204，公共关系学1204
                                      训犬员                                                          
                                      医务助理                                                         临床医学类1002，临床医学10020
                                      牙科专家或牙科助理                                                    
                                      领照实习护士                                                       护理630201，护理类6302，护理
                                      运动专家                                                         
                                      最初保健护理医生                                                     中医康复学100510，中医儿科学10
                                      家庭保健服务人员                                                     中医康复学100510，中医儿科学10
                                      按摩专家                                                         
                                      饮食专家或营养学家                                                    医学营养630407，营养配餐6402
                                      紧急医务工作人员                                                     临床医学类1002，临床医学10020
                                      运动生理学家                                                       
                                      药剂师                                                          药学类其他专业630399，蒙药学63
                                      放射专家                                                         放射医学100206，放射治疗技术63
                                      呼吸系统专家                                                       
                                      营养专家                                                         医学营养630407，营养配餐6402
                                      职业疗法医师
                                                      中医康复学100510，中医儿科学10
                   娱乐业                                                                             
                                      旅行代办人／旅游组织人员                                                 
                                      摄像师                                                          摄影130404           
                                      电影制片人                                                        电影学130303，戏剧影视文学130
                                      音乐家                                                          音乐与舞蹈学类1302，音乐学1302
                                      承办人员                                                         
                                      特殊事件统筹人员                                                     文化创意与策划660153，戏剧影视导
                                      表演艺术人员、舞蹈员、喜剧演员
                                             艺术学理论类1301，艺术设计学130
                   商业／推销业                                                                          
                                      零售商或零售策划人员                                                   文化创意与策划660153，戏剧影视导
                                      公共关系专家                                                       公共管理类1204，公共关系学1204
                                      资金筹措者                                                        
                                      劳资关系调查人员                                                     
                                      接待员                                                          
                                      商业计划人员                                                       文化创意与策划660153，戏剧影视导
                                      多样化管理者：人力资源                                                  
                                      小组协同培训                                                       
                                      旅行推销人员                                                       市场管理与服务620511，市场营销1
                                      保险代办人经纪人(健康或人寿)                                              保险学020303，保险实务62010
                                      房地产经纪人                                                       市场营销120202，房地产类5607
                                      体育设备推销／买卖                                                    市场管理与服务620511，市场营销1
                                      零售推销                                                         市场管理与服务620511，市场营销1
                                      家用保键用品推销
                                                    市场管理与服务620511，市场营销1
                   服务业                                                                             
                                      飞机服务员                                                        
                                      秘书／接待员                                                       
                                      侍者                                                           
                                      旅店老板                                                         
                                      花卉设计                                                         室内设计技术560104，室内艺术设计
                                      警察／劳改服务人员
                                                   
ESFJ
                                                                                              
                   保健                                                                              
                                      医师助理／牙医助理                                                    临床医学类1002，临床医学10020
                                      言语病理学家                                                       临床医学类1002，临床医学10020
                                      运动生理学家                                                       
                                      家庭医生                                                         临床医学类1002，临床医学10020
                                      护士                                                           护理630201，护理类6302，护理
                                      牙医                                                           
                                      医用秘书                                                         临床医学类1002，临床医学10020
                                      验光师                                                          
                                      饮食学家／营养学家                                                    医学营养630407，营养配餐6402
                                      按摩治疗专家                                                       
                                      验光师／配镜技师                                                     
                                      药剂师／制药技师                                                     药学类其他专业630399，蒙药学63
                                      呼吸系统治疗专家                                                     
                                      兽医                                                           动物药学090402，动物医学5103
                                      领照实习护士                                                       护理630201，护理类6302，护理
                                      家庭健康护理                                                       中医康复学100510，中医儿科学10
                                      最初保健护理医师                                                     中医康复学100510，中医儿科学10
                                      理疗专家                                                         中医康复学100510，中医儿科学10
                                      家庭健康社会工作者
                                                   中医康复学100510，中医儿科学10
                   教育                                                                              
                                      小学教师                                                         
                                      特殊教育工怍者                                                      教育学04，教育学类0401，教育学0
                                      儿童照管人员                                                       护理630201，护理类6302，护理
                                      家庭经济教师                                                       金融学类0203，金融学020301，
                                      运动教练                                                         
                                      双语教学老师
                                                      教育学04，教育学类0401，教育学0
                   社会服务／咨询                                                                         
                                      社会工作者                                                        公共管理类1204，公共关系学1204
                                      社区福利工作者                                                      公共管理类1204，公共关系学1204
                                      专业自愿者                                                        
                                      宗教教育者                                                        教育学04，教育学类0401，教育学0
                                      顾问                                                           
                                      律师帮办                                                         法律执行类6902，法律实务类其他专业
                                      女雇员问题咨询顾问                                                    
                                      儿童福利顾问                                                       
                                      戒毒和戒酒咨询顾问                                                    公共管理类1204，公共关系学1204
                                      社会工作者                                                        公共管理类1204，公共关系学1204
                                      牧师／神父／拉比
                                                    
                   商务                                                                              
                                      公关业务经理                                                       公共管理类1204，公共关系学1204
                                      私人银行家                                                        金融学类0203，金融学020301，
                                      销售代表(有形商品)                                                   市场管理与服务620511，市场营销1
                                      电话推销员                                                        市场管理与服务620511，市场营销1
                                      办公室经理                                                        工商企业管理620501，信息传播与策
                                      零售商                                                          
                                      接待员                                                          
                                      保险代理(家庭)                                                     保险学020303，保险实务62010
                                      管理顾问：人力资源／培训                                                 人力资源管理120206，人力资源管理
                                      信贷顾问                                                         
                                      经营策划者
                                                       工商企业管理620501，信息传播与策
                   销售／服务                                                                           
                                      飞机服务员                                                        
                                      顾客服务代表                                                       
                                      殡仪馆管理人员                                                      
                                      高级理发师／美容师                                                    
                                      旅店老板／老板娘                                                     
                                      酒席承办者                                                        
                                      资金筹集人                                                        
                                      旅行推销员                                                        
                                      环境旅游专家                                                       
                                      不动产代理／经纪人                                                    
                                      翻译                                                           
                                      系谱学家                                                         
                                      家庭保健用品销售                                                     市场管理与服务620511，市场营销1
                                      体育设备／商品销售                                                    市场管理与服务620511，市场营销1
                                      营销经理：无线电／电视／广播电缆工业
                                          市场管理与服务620511，市场营销1
                   职员工作                                                                            
                                      秘书                                                           
                                      接待员                                                          
                                      办公室机器操作员                                                     
                                      簿记员                                                          
                                      打字员
                                                         
ENTP
                                                                                              
                   商业/金融/管理                                                                        
                                      行政官[商业、金融、保健、娱乐]                                             金融学类0203，金融学020301，
                                      金融规划师                                                        金融学类0203，金融学020301，
                                      饭店经理                                                         
                                      投资银行家                                                        金融学类0203，金融学020301，
                                      经纪人/证券销售代理商                                                  市场管理与服务620511，市场营销1
                                      管理顾问                                                         公共管理类1204，公共关系学1204
                                      新商业发展专家                                                      
                                      财产经理                                                         财务会计类其他专业620299，财务会
                                      金融分析师                                                        金融学类0203，金融学020301，
                                      销售经理                                                         市场管理与服务620511，市场营销1
                                      培训和发展专家                                                      教育学04，教育学类0401，教育学0
                                      风险投资家
                                                       金融学类0203，金融学020301，
                   宣传/创意/营销                                                                        
                                      广告总监                                                         工商企业管理620501，信息传播与策
                                      商业经理[艺术家、艺人、运动员]                                             艺术学理论类1301，艺术设计学130
                                      作家                                                           
                                      编辑                                                           新闻传播学类0503，新闻学05030
                                      记者                                                           新闻传播学类0503，新闻学05030
                                      文稿代理                                                         
                                      公关总监/出版商                                                     
                                      脱口秀主持人                                                       
                                      舞台/电影制作人                                                     音乐与舞蹈学类1302，舞蹈表演130
                                      网页开发商/设计师
                                                   
                   计算机/信息技术                                                                        
                                      计算机分析师/工程师/程序员                                               计算机0809，软件工程080902，
                                      计算机安全专家/信息与系统经理                                              计算机0809，软件工程080902，
                                      互联网战略合作专家                                                    计算机0809，软件工程080902，
                                      网络整合专家                                                       计算机0809，软件工程080902，
                                      系统分析师
                                                       计算机0809，软件工程080902，
                   教育                                                                              
                                      体育教练                                                         
                                      教授/教师[高级
                                                    
                   创业/餐饮                                                                           
                                      发明家                                                          
                                      餐厅/酒吧老板                                                      
                                      小企业老板
                                                       
                   保健科学/心理学                                                                        
                                      急诊室医生/外科医生                                                   临床医学类1002，临床医学10020
                                      家庭医生                                                         临床医学类1002，临床医学10020
                                      内科医生                                                         临床医学类1002，临床医学10020
                                      精神科医生
                                                       临床医学类1002，临床医学10020
                   政治/政府                                                                           
                                      政治家/政治经理                                                     
                                      地区/城市规划师
                                                    建筑类0828，建筑学080201，建
                   法律                                                                              
                                      律师[尤其是在破产、移民、诉讼、购并、知识产权等领域]
                                 法律执行类6902，法律实务类其他专业
                   专业类工作                                                                           
                                      建筑师                                                          建筑类0828，建筑学080201，建
                                      侦探                                                           法律执行类6902，法律实务类其他专业
                                      工业工程师                                                        土木类0810，土木工程081001，
                                      工业心理学家
                                                      应用心理学071102，心理学类071
